Country.Code,Country Name,Year,DEMOC,AUTOC,POLITY,POLITY2
USA,United States,1860,8,0,8,8
USA,United States,1861,8,0,8,8
USA,United States,1862,8,0,8,8
USA,United States,1863,8,0,8,8
USA,United States,1864,8,0,8,8
USA,United States,1865,9,1,8,8
USA,United States,1866,9,1,8,8
USA,United States,1867,9,1,8,8
USA,United States,1868,9,1,8,8
USA,United States,1869,9,1,8,8
USA,United States,1870,9,1,8,8
USA,United States,1871,10,0,10,10
USA,United States,1872,10,0,10,10
USA,United States,1873,10,0,10,10
USA,United States,1874,10,0,10,10
USA,United States,1875,10,0,10,10
USA,United States,1876,10,0,10,10
USA,United States,1877,10,0,10,10
USA,United States,1878,10,0,10,10
USA,United States,1879,10,0,10,10
USA,United States,1880,10,0,10,10
USA,United States,1881,10,0,10,10
USA,United States,1882,10,0,10,10
USA,United States,1883,10,0,10,10
USA,United States,1884,10,0,10,10
USA,United States,1885,10,0,10,10
USA,United States,1886,10,0,10,10
USA,United States,1887,10,0,10,10
USA,United States,1888,10,0,10,10
USA,United States,1889,10,0,10,10
USA,United States,1890,10,0,10,10
USA,United States,1891,10,0,10,10
USA,United States,1892,10,0,10,10
USA,United States,1893,10,0,10,10
USA,United States,1894,10,0,10,10
USA,United States,1895,10,0,10,10
USA,United States,1896,10,0,10,10
USA,United States,1897,10,0,10,10
USA,United States,1898,10,0,10,10
USA,United States,1899,10,0,10,10
USA,United States,1900,10,0,10,10
USA,United States,1901,10,0,10,10
USA,United States,1902,10,0,10,10
USA,United States,1903,10,0,10,10
USA,United States,1904,10,0,10,10
USA,United States,1905,10,0,10,10
USA,United States,1906,10,0,10,10
USA,United States,1907,10,0,10,10
USA,United States,1908,10,0,10,10
USA,United States,1909,10,0,10,10
USA,United States,1910,10,0,10,10
USA,United States,1911,10,0,10,10
USA,United States,1912,10,0,10,10
USA,United States,1913,10,0,10,10
USA,United States,1914,10,0,10,10
USA,United States,1915,10,0,10,10
USA,United States,1916,10,0,10,10
USA,United States,1917,10,0,10,10
USA,United States,1918,10,0,10,10
USA,United States,1919,10,0,10,10
USA,United States,1920,10,0,10,10
USA,United States,1921,10,0,10,10
USA,United States,1922,10,0,10,10
USA,United States,1923,10,0,10,10
USA,United States,1924,10,0,10,10
USA,United States,1925,10,0,10,10
USA,United States,1926,10,0,10,10
USA,United States,1927,10,0,10,10
USA,United States,1928,10,0,10,10
USA,United States,1929,10,0,10,10
USA,United States,1930,10,0,10,10
USA,United States,1931,10,0,10,10
USA,United States,1932,10,0,10,10
